+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_h5xcxe4f4cnshn03sdqhd668s | tt2          | Dr. Eggman (Mike Pollock)                                                                                      | 2021-09-13 15:48:25 | NULL                | 2023-02-11 02:55:07 |      9381 |
| weight_22rdek1fq9xshfgae91te9arg | tt2          | Tom Cruise (New)                                                                                               | 2023-07-12 21:57:07 | NULL                | NULL                |      9346 |
| weight_dt2b8sprh430szk7jfbm56t1w | tt2          | Female Child (Skyrim)                                                                                          | 2023-05-18 03:04:24 | NULL                | NULL                |      9344 |
| weight_zshsnweh2hcvqdm14kvqzdjem | tt2          | Sage (Valorant, Español Latino)                                                                                | 2023-04-03 05:38:32 | NULL                | NULL                |      9342 |
| weight_2eptzgwapd5srn1g8mtw15078 | tt2          | Dio Brando Japanese (ディオ・ブランドー)                                                                       | 2023-11-15 16:11:58 | NULL                | NULL                |      9322 |
| weight_rk7bch65a3vyc2q8e759sjx35 | sd_1.5       | [TEST ONLY] Aing                                                                                               | 2024-02-04 20:36:18 | NULL                | NULL                |      9313 |
| weight_ey0axz2gsbrfg02fr3nmqxjye | tt2          | League of Legends Announcer                                                                                    | 2021-09-22 01:21:44 | NULL                | NULL                |      9293 |
| weight_afn35ejtxt0rcb2z5t93jabr2 | tt2          | DanTDM (Daniel Robert Middleton)                                                                               | 2021-09-10 23:34:40 | NULL                | NULL                |      9253 |
| weight_19yxxr350c94j1q8z8akbyhjp | tt2          | Willyrex (Youtuber Español)                                                                                    | 2023-08-04 01:14:22 | NULL                | NULL                |      9224 |
| weight_9y01j5jxnfqmygtz2g2scenac | rvc_v2       | Cristiano Ronaldo                                                                                              | 2023-07-21 08:37:55 | NULL                | NULL                |      9221 |
| weight_hw941egadktaveghzb3heg7pe | tt2          | Charlize Theron                                                                                                | 2022-07-13 10:47:44 | NULL                | NULL                |      9215 |
| weight_0tentnnr159yv24rm48ppfpte | tt2          | Klaus Kinski (Schauspieler & Enfant terrible)                                                                  | 2022-12-29 13:02:32 | NULL                | NULL                |      9208 |
| weight_rn3d1vs9dxsbz2vn3tytaaf1v | tt2          | "Blitzcrank"                                                                                                   | 2023-05-20 16:51:56 | NULL                | NULL                |      9208 |
| weight_wseb5ys5n3h0xgm1y03z20rey | tt2          | Donkey (Shrek, Eddie Murphy)                                                                                   | 2021-12-21 02:06:20 | 2024-01-10 02:34:35 | NULL                |      9205 |
| weight_m1w0sxbr1fz7pz3cak17ycw1d | tt2          | Chester Bennington (Linkin Park)                                                                               | 2022-04-17 09:19:55 | NULL                | NULL                |      9199 |
| weight_rb87sv86cj2e8scc0jq9qppdw | tt2          | Scooby Doo                                                                                                     | 2023-03-25 10:18:57 | NULL                | NULL                |      9178 |
| weight_aj007ry9p0565sm321z471yf0 | tt2          | Catwoman (Injustice 2)                                                                                         | 2021-10-03 17:37:06 | NULL                | NULL                |      9165 |
| weight_qj2j19zee5hgmxwye63xacykx | tt2          | John Hammond                                                                                                   | 2022-06-02 04:50:19 | NULL                | NULL                |      9155 |
| weight_d315sc2hae3j836t358x62htv | tt2          | C-3PO (Anthony Daniels)                                                                                        | 2021-11-14 07:57:21 | NULL                | NULL                |      9131 |
| weight_mkxmewt76ngqxyhhmzzsc3dzy | tt2          | Lightning McQueen (Cars, Owen Wilson)                                                                          | 2022-01-28 01:40:03 | 2024-01-10 02:40:00 | NULL                |      9120 |
| weight_7kwjz59ykf10fr43pxfk708fv | tt2          | Ice Cube (O'Shea Jackson Sr.)                                                                                  | 2022-07-22 17:09:07 | NULL                | NULL                |      9058 |
| weight_hqba2h55yyyq7kgfx7rgnd2xf | tt2          | Patrick Stewart                                                                                                | 2022-01-12 15:52:21 | NULL                | NULL                |      9037 |
| weight_d1tevsafm4ye3qwn60pgs1dtd | tt2          | Masi (streams)                                                                                                 | 2023-05-03 00:11:42 | NULL                | NULL                |      9036 |
| weight_bfek27xhjsefd0s4r2xrjw7va | tt2          | Donkey (Eddie Murphy)                                                                                          | 2023-05-06 10:25:26 | NULL                | NULL                |      9015 |
| weight_m46x8ytwp4cfay98wkn58j091 | tt2          | Twilight Sparkle                                                                                               | 2021-10-28 11:10:13 | NULL                | 2023-02-11 14:24:22 |      9015 |
| weight_0mczv4m40dabb08603hdm5r73 | tt2          | Darth Vader (Waveglow)                                                                                         | 2021-09-03 06:31:52 | NULL                | NULL                |      8999 |
| weight_y4tdjbfz7b3yx1x4trxx8avq0 | tt2          | Polat Alemdar (Umut Tabak)                                                                                     | 2023-02-01 14:13:23 | NULL                | NULL                |      8965 |
| weight_8svsk5hem6b1m1yp76761awq2 | tt2          | Cabellos de Fuego (Beta 2_Old)                                                                                 | 2022-04-09 19:09:43 | NULL                | NULL                |      8927 |
| weight_4fhb9dsk5pa643hf857gaahtq | tt2          | Michelle Obama                                                                                                 | 2022-02-01 22:47:21 | NULL                | NULL                |      8923 |
| weight_b0851mv5hgwxeatmszcm3m6y4 | tt2          | Grandma SquarePants                                                                                            | 2021-10-06 18:16:19 | NULL                | NULL                |      8919 |
| weight_0qa8p2j8kykgawdsmk5bzb4kx | tt2          | Roxanne Wolf (Five Nights at Freddy's: Security Breach, Marta Svetek)                                          | 2023-08-08 06:58:08 | NULL                | NULL                |      8919 |
| weight_q04s4fmhxrjgfrfebcyzg6k5e | tt2          | Frank Buschmann                                                                                                | 2022-12-09 19:33:20 | NULL                | NULL                |      8916 |
| weight_mnyn09s184f7z22nnw37szbf4 | tt2          | Loona [Helluva Boss] "NEW"                                                                                     | 2023-01-11 19:02:46 | 2023-10-16 11:50:10 | NULL                |      8868 |
| weight_bc6n9nf503fmn470ypc8awxjj | tt2          | Eazy-E (Rapper)                                                                                                | 2021-08-30 06:48:06 | NULL                | NULL                |      8816 |
| weight_w6asyk27qsapzw17aqdxscymq | rvc_v2       | Alastor - Hazbin Hotel                                                                                         | 2023-11-29 06:25:14 | NULL                | NULL                |      8808 |
| weight_4rch92sqsk1d54vd1x6zjnfh8 | tt2          | Big Smoke                                                                                                      | 2021-10-07 10:38:46 | NULL                | NULL                |      8807 |
| weight_ecj5hs37q5g1nw7mt59mmanah | tt2          | Anya Taylor-Joy                                                                                                | 2023-03-14 22:48:35 | NULL                | NULL                |      8804 |
| weight_sct5ewdhked547j9jtnjbpfs2 | tt2          | Vegeta Japanese (ベジータ)                                                                                     | 2023-09-07 17:10:50 | NULL                | NULL                |      8797 |
| weight_jz5jhjf8s0wdt7cye1qj31pny | tt2          | íker Jiménez                                                                                                   | 2023-02-24 02:24:51 | NULL                | NULL                |      8789 |
| weight_s6skpjtn9ty71sqn42nmwwd8n | tt2          | Sonic l'hérisson                                                                                               | 2022-05-29 22:24:05 | NULL                | NULL                |      8785 |
| weight_4dac13kwd59aqt2cfryax4szc | tt2          | Adam West                                                                                                      | 2023-09-16 20:50:21 | NULL                | NULL                |      8782 |
| weight_y51r2b2qkf9cbnrvd715eyyzr | tt2          | Alexis Rhodes                                                                                                  | 2021-11-14 05:06:59 | NULL                | 2023-02-14 03:42:32 |      8774 |
| weight_bch1mj7dz9c5jsty09b14wk2f | tt2          | Gerard Piqué (Futbolista Español)                                                                              | 2023-04-07 17:24:33 | NULL                | NULL                |      8767 |
| weight_tv7k02rkycj4jta9hqttm0s4r | tt2          | AppleJack                                                                                                      | 2023-10-01 18:30:11 | NULL                | NULL                |      8759 |
| weight_q537efrs7cr1n2yqwdrmk5x1a | tt2          | Sonic the Hedgehog (Sonic Unleashed)                                                                           | 2022-06-10 16:05:41 | NULL                | NULL                |      8750 |
| weight_27fd6swzfwxwysjvzbk22pz26 | tt2          | SMG4                                                                                                           | 2022-04-29 22:33:03 | NULL                | NULL                |      8731 |
| weight_9bnpjfxarjb7jjh2va4xdb1c8 | tt2          | LMDShow (Youtuber español)                                                                                     | 2022-08-21 12:30:14 | NULL                | NULL                |      8719 |
| weight_x0c5a09bmndmyq05asj69k2nn | rvc_v2       | Spongebob (Spongebob Squarepants)                                                                              | 2023-07-31 23:50:52 | NULL                | NULL                |      8714 |
| weight_qgny1hmfpjw2xwf44j81w07r6 | tt2          | Chiquito de la Calzada (Castillian Spanish) Versión Arreglada                                                  | 2022-11-02 14:04:58 | 2023-01-28 20:55:08 | NULL                |      8684 |
| weight_3z9crkxdrn2fcym4mvephfn9v | tt2          | Mark Zuckerberg                                                                                                | 2021-10-17 22:33:39 | NULL                | NULL                |      8683 |
| weight_112mjsa1nav5wbv3h09ck2cpj | tt2          | Jerry Seinfeld                                                                                                 | 2021-09-13 21:49:07 | NULL                | NULL                |      8664 |
| weight_yqhpag7p3qmbr5zh7fnbfr1j0 | tt2          | xxx                                                                                                            | 2021-11-03 19:54:25 | NULL                | NULL                |      8658 |
| weight_3pdtbaq0xf71j587c5qg13ah2 | tt2          | Megan Fox                                                                                                      | 2023-10-14 00:16:20 | NULL                | NULL                |      8597 |
| weight_wqxxxrxjxhv6r9mnpqdwty5hf | tt2          | Vegeta (Français)                                                                                              | 2022-11-17 18:08:59 | NULL                | NULL                |      8575 |
| weight_jf0arapdrt8qx7m9hhtk5rs4k | tt2          | Boris Johnson                                                                                                  | 2021-09-03 07:36:23 | NULL                | NULL                |      8553 |
| weight_7hq8yw67j3spcazf0s34zwt2h | tt2          | Grimace                                                                                                        | 2023-07-18 19:34:35 | NULL                | NULL                |      8544 |
| weight_cvwnagsfbb4v0fag8c84sqat1 | tt2          | Sexy Beatrice (British Accent)                                                                                 | 2023-06-01 01:26:21 | NULL                | NULL                |      8536 |
| weight_3tvg63936s3ztkrdzjb1qgxgx | tt2          | Mario (Super Mario World, Walter Boone)                                                                        | 2021-09-25 15:17:35 | NULL                | NULL                |      8519 |
| weight_55agxkswzwgp5sarqg7z8zbsb | tt2          | Peter Griffin. (Family Guy, Castillian Spanish.)                                                               | 2023-03-07 20:57:28 | NULL                | NULL                |      8514 |
| weight_gvsz48n4m1tbex9gca8j4y0vd | tt2          | Marcos Mundstock (Les Luthiers)                                                                                | 2022-04-08 00:20:12 | NULL                | NULL                |      8498 |
| weight_8a0ycz96ajwvzqchjg8xmbehe | tt2          | Mercy (Overwatch)                                                                                              | 2021-08-03 14:33:28 | NULL                | NULL                |      8489 |
| weight_nx5x3f7vst3ngrqxgzgyd57b1 | tt2          | Zamasu                                                                                                         | 2023-05-17 21:53:07 | NULL                | NULL                |      8479 |
| weight_3dt7cymr954bz6fy7rxr8be3p | tt2          | Kika Edgar Alfa version spanish mexico                                                                         | 2022-04-10 03:42:14 | NULL                | NULL                |      8458 |
| weight_5n81t2tc0x4ka0d65dtdekk93 | tt2          | Finn el humano. (Adventure Time, Castillian Spanish.) Nueva versión.                                           | 2023-01-08 23:13:12 | NULL                | NULL                |      8448 |
| weight_a4m774x9mwj0hcbw81jhygfhc | tt2          | Alex the Lion - Ben Stiller - Madagascar                                                                       | 2021-12-30 21:50:36 | 2024-01-10 02:40:30 | NULL                |      8440 |
| weight_g4k3nwae626y6c7apz2pb5yyy | tt2          | Vince McMahon (trained by justinjohn03)                                                                        | 2022-01-07 07:36:45 | NULL                | NULL                |      8437 |
| weight_cnqxvyhjpecwbw5jty60g2hqq | tt2          | Lindsay Ellis                                                                                                  | 2022-03-05 01:22:30 | NULL                | NULL                |      8434 |
| weight_k236tgeb3pqkmhehyc2ftfttw | tt2          | Marty la cebra (Madagascar)                                                                                    | 2022-11-15 01:07:48 | NULL                | NULL                |      8432 |
| weight_3gfmce43cs6qb43xc677v5sbj | tt2          | Count Dooku (Clone Wars)                                                                                       | 2021-07-16 22:33:23 | NULL                | NULL                |      8415 |
| weight_79dm6z4k9j691z0ps2hpx14eg | tt2          | Leonard Nimoy                                                                                                  | 2021-09-01 18:56:11 | NULL                | NULL                |      8359 |
| weight_4fp2rw3ts68v3vpzg5rnr5033 | sd_1.5       | [TEST ONLY] Fiamix Reboot                                                                                      | 2024-02-04 20:59:44 | NULL                | NULL                |      8353 |
| weight_tjbd9kph6z1n9v4g5yvxb1mye | tt2          | J. Jonah Jameson (Old)                                                                                         | 2021-11-23 13:56:15 | NULL                | NULL                |      8321 |
| weight_etncr66fxhrpsxfhmbjqpzhx2 | tt2          | Le Penn                                                                                                        | 2022-06-28 14:18:23 | NULL                | NULL                |      8314 |
| weight_bgfjxx7s6f2nsgwzvv2zhywbx | tt2          | Sarah Palin                                                                                                    | 2021-09-11 12:15:33 | NULL                | NULL                |      8301 |
| weight_8nkw1gab2yrtvejac09g0gz5k | tt2          | Locutor Pokémon Stadium 64. (Pokémon, Castillian Spanish.)                                                     | 2023-08-11 16:50:47 | NULL                | NULL                |      8290 |
| weight_qzfk3pmhkyg37xde3mk7qcvxh | tt2          | Iron-Man (Disney Infinity/Marvel)                                                                              | 2022-08-21 23:11:47 | NULL                | NULL                |      8277 |
| weight_1kax5tna8rqcvj9vwh0qmf92q | tt2          | Enrique Peña Nieto (Expresidente de México, Beta)                                                              | 2022-10-09 04:27:38 | 2023-02-25 01:02:55 | NULL                |      8273 |
| weight_c2t3p4k683y37dzb95bc8vjcx | tt2          | Sailor Jupiter (Amanda C Miller)                                                                               | 2022-07-12 17:50:47 | NULL                | 2023-02-11 11:49:06 |      8246 |
| weight_04qrmp3mm3b89xdjtngeq53j9 | tt2          | Girlfriend (Friday Night Funkin)                                                                               | 2021-12-01 02:06:07 | NULL                | NULL                |      8245 |
| weight_ej4hafbf72fey0gpr46emtjsc | tt2          | Stephen Hawking                                                                                                | 2023-02-26 06:00:40 | NULL                | NULL                |      8240 |
| weight_22xghka5yseh51sx00keq0atx | tt2          | World Tournament Announcer                                                                                     | 2022-01-14 23:23:37 | NULL                | 2023-02-10 21:28:01 |      8231 |
| weight_042hexvc7sw7h26d2cmjcdbfj | tt2          | Loona [Helluva Boss]                                                                                           | 2023-01-15 13:07:38 | NULL                | NULL                |      8219 |
| weight_jt3c3j4v2c686kebcf10rpxbr | tt2          | Dream (YouTuber) (ARPAbet enabled)                                                                             | 2022-01-10 17:15:29 | NULL                | NULL                |      8204 |
| weight_q972y2gejb6fg8an8vecn8aq6 | tt2          | Danny Devito                                                                                                   | 2021-08-22 12:51:26 | NULL                | NULL                |      8189 |
| weight_ea75h6dbrw2h9jh89kah4j0p0 | tt2          | Blitzo [Helluva Boss] Español                                                                                  | 2023-01-16 09:55:38 | 2023-10-16 11:49:52 | NULL                |      8180 |
| weight_0s8e091gaf0vnqqndgm66e1nv | tt2          | Ashley J. Williams (Bruce Campbell)                                                                            | 2022-10-03 03:04:10 | NULL                | NULL                |      8176 |
| weight_cmm70w0kja0v7m5fm4j42jnvn | tt2          | Knuckles (Italian - Sonic Boom: Rise of Lyric)                                                                 | 2022-11-24 13:28:32 | NULL                | NULL                |      8171 |
| weight_xy2g1wqyygvmqgytm2bn6m2h7 | tt2          | Bill Cipher (Gravity Falls)                                                                                    | 2021-09-19 01:58:31 | NULL                | NULL                |      8170 |
| weight_wv1rczwnfptnpne174bt6hvgy | tt2          | Super Smash Bros 64 Announcer                                                                                  | 2021-09-21 11:42:47 | NULL                | NULL                |      8150 |
| weight_ybn7b16x5h8fsn22pypb2zxsn | tt2          | Squidward FCCD                                                                                                 | 2021-10-20 01:08:42 | NULL                | NULL                |      8150 |
| weight_bqxw05swayw5dp01fc9c66s57 | tt2          | Jack Black                                                                                                     | 2023-03-22 19:50:49 | NULL                | NULL                |      8126 |
| weight_khc42qjste7jz7z2szx7tkpg9 | tt2          | The Grinch (Boris Karloff)                                                                                     | 2022-03-02 00:07:57 | NULL                | NULL                |      8120 |
| weight_7m9eabpchc14jyxxq5g1a6txv | tt2          | Annoying Orange                                                                                                | 2021-10-09 03:27:22 | NULL                | NULL                |      8115 |
| weight_svc8af76318atcs8yr0hdmkpy | tt2          | Sailor Moon (DiC)                                                                                              | 2023-06-24 02:16:04 | NULL                | NULL                |      8086 |
| weight_mvkmv7a8jwm1ekxtxcbsfyymc | tt2          | Woody (New, Toy Story, Tom Hanks)                                                                              | 2023-12-09 19:16:12 | NULL                | 2024-08-15 20:53:35 |      8073 |
| weight_c1bt236ngvarkywcewy6ks60z | tt2          | Duke nukem (italian) (marco balzarotti)                                                                        | 2022-10-07 23:28:07 | NULL                | 2023-02-19 19:26:05 |      8055 |
| weight_w2wza6212h0n39svrpejht6qn | tt2          | Jaime Altozano                                                                                                 | 2022-10-21 18:48:13 | NULL                | NULL                |      8047 |
| weight_34fhagyxnwpvwsgbmf49c0csv | tt2          | Belén Esteban. (Castillian Spanish.)                                                                           | 2023-09-21 22:22:58 | NULL                | NULL                |      8044 |
| weight_e44r4a6t4qp440t86nh0mesjy | sd_1.5       | toon 3d                                                                                                        | 2024-03-05 01:27:45 | NULL                | NULL                |      8043 |
| weight_amdek01bm5xkd427h6qcvt8qw | tt2          | Kanye West (v2)                                                                                                | 2022-02-24 01:55:31 | 2022-09-24 00:04:45 | NULL                |      8041 |
| weight_e2p3eggs5ed7pp7mwgh91rh7y | tt2          | Goofy Ahh Guy (ticklemytip)                                                                                    | 2022-11-13 01:44:29 | 2023-07-01 18:10:18 | NULL                |      8033 |
| weight_2rc6cth3af07vw66cmjp5ax21 | tt2          | Arthur do Val                                                                                                  | 2022-02-21 14:08:04 | NULL                | NULL                |      8028 |
| weight_kq7c1nbdwpr932g6w6ngt5jd4 | tt2          | Jimmy Neutron (Debi Derryberry)                                                                                | 2021-10-04 23:42:17 | NULL                | NULL                |      8001 |
| weight_pjvhfvm4w52c6bvc17cf6w1x6 | tt2          | Bobobo el Liberta Cabelleras. (Bobobo-bo Bo-bobo, Castillian Spanish.) Versión MEJORADA v.2                    | 2023-01-08 15:18:37 | NULL                | NULL                |      7998 |
| weight_z9cjmvy1zm16gq8q563rd0xvy | tt2          | Anna (Frozen)                                                                                                  | 2023-06-24 19:17:44 | NULL                | NULL                |      7998 |
| weight_b43t5p60tj7xehd9acf3sdbmw | tt2          | EmmaHavokOscuro (youtuber)                                                                                     | 2023-02-28 21:04:39 | NULL                | NULL                |      7975 |
| weight_rh8n233rqgnvcbbfpfdp3v4d4 | tt2          | Tucker Carlson                                                                                                 | 2021-09-01 01:59:12 | NULL                | NULL                |      7966 |
| weight_wwbzn6s5qymns21vt4n36d6kj | tt2          | Sora (Young)                                                                                                   | 2021-10-07 17:38:09 | NULL                | NULL                |      7950 |
| weight_nwjq88xmms015z4f1qbb0gmy3 | tt2          | Caulifla  (Old)                                                                                                | 2021-12-13 10:51:14 | NULL                | 2023-02-11 10:58:12 |      7944 |
| weight_2aq4tpk6rn53mxgbtxtt7p5fe | tt2          | Mario (Game Gallery) (improved)                                                                                | 2022-07-30 21:53:35 | NULL                | NULL                |      7922 |
| weight_vt690wvjxfjnaw2t7r7anjhty | tt2          | Neil deGrasse Tyson                                                                                            | 2021-08-28 01:37:33 | NULL                | NULL                |      7917 |
| weight_bmxbz7kjffd28a8xjvwh8njh8 | tt2          | El Charli. Voz expresiva de narración. (Castillian Spanish.)                                                   | 2023-08-08 00:26:37 | NULL                | NULL                |      7914 |
| weight_ebhhhmkm96vg652yrftd244zf | tt2          | Angry Video Game Nerd (James Rolfe)                                                                            | 2021-10-01 03:52:49 | NULL                | NULL                |      7912 |
| weight_ek86p1jeqwxx6eq6smvgatrx7 | tt2          | JackSepticEye (Sean McLoughlin)                                                                                | 2022-01-26 02:24:08 | NULL                | NULL                |      7908 |
| weight_mg1fhnrp96tpq6bmgrya7c9nm | tt2          | Miranda Lawson (Yvonne Strahovski, Mass Effect 2)                                                              | 2022-01-30 16:29:31 | NULL                | NULL                |      7908 |
| weight_e67gx2xrys839xtze2daatrga | tt2          | Fred Jones (Frank Welker)                                                                                      | 2021-10-05 04:32:50 | NULL                | NULL                |      7904 |
| weight_mb14t88m0c7fvb6xecm8x8eqh | tt2          | Katsuki Bakugo (Clifford Chapin)                                                                               | 2022-10-26 03:51:26 | NULL                | 2023-02-10 20:43:01 |      7895 |
| weight_v227skgf1g9h8gcvsy91tq9ak | tt2          | Diana Burnwood (Hitman Video Game Series) (Voiced by: Jane Elizabeth Perry)                                    | 2021-10-05 17:14:32 | NULL                | NULL                |      7894 |
| weight_rv1ytmp1jx1h2w0dy65zpvdwh | tt2          | Candace Flynn (Ashley Tisdale) Phineas and Ferb                                                                | 2021-12-12 17:25:05 | NULL                | NULL                |      7893 |
| weight_2sdmyrarg7kb8pwe6rp4ytr0k | tt2          | Nando Moura                                                                                                    | 2022-02-21 14:16:10 | NULL                | NULL                |      7891 |
| weight_19rdj4qj82ksa195f1t8xeyz3 | tt2          | Miguel (español mexicano) V2                                                                                   | 2022-12-17 01:21:55 | NULL                | NULL                |      7872 |
| weight_tqgj719v9s8f4tgn54gcgc8ws | tt2          | Sailor Jupiter (DiC)                                                                                           | 2023-08-29 05:15:55 | NULL                | NULL                |      7862 |
| weight_s8zks0zvt9fk5wsegnqt74qw6 | tt2          | RoboCop (Brazilian Portuguese)                                                                                 | 2022-02-21 10:46:44 | NULL                | NULL                |      7855 |
| weight_pymfa7nxj2tvmfrv9xy8ckvyv | tt2          | Jeremy Clarkson                                                                                                | 2022-01-29 22:38:53 | NULL                | 2023-07-09 20:03:46 |      7842 |
| weight_j89a81r6fd6qhs8e26srcvxjc | tt2          | Mario Giordano                                                                                                 | 2022-10-20 18:32:55 | 2023-03-17 14:16:28 | NULL                |      7832 |
| weight_86w8xcwnd1wm221fc3t75kmgr | tt2          | Starfire (Hynden Walch) (trained by justinjohn-03)                                                             | 2021-10-20 14:50:17 | NULL                | NULL                |      7817 |
| weight_pyjafgz5wamjhca85na5ehvq9 | tt2          | SpongeBob (Uncle Al)                                                                                           | 2021-11-21 23:22:57 | NULL                | NULL                |      7815 |
| weight_ax8ba7njsfh9hemka1kab9w08 | tt2          | "Daniel" (itzultrascout) (Angry)                                                                               | 2023-06-07 17:42:20 | NULL                | NULL                |      7814 |
| weight_sr6heb2w4crk8ryqctvpjckvm | rvc_v2       | Plankton (Spongebob)                                                                                           | 2023-07-31 23:59:10 | NULL                | NULL                |      7805 |
| weight_9gtk08d3hm68x5q90v3xdvzpg | tt2          | Clementine (The Walking Dead) (Melissa Hutchison)                                                              | 2021-11-03 14:55:39 | NULL                | NULL                |      7804 |
| weight_2vfcdvrjaq4ahdtb2cppe97h7 | tt2          | Irelia (Español)                                                                                               | 2023-02-09 17:19:31 | NULL                | NULL                |      7765 |
| weight_9nz86vyss6dqcyfz8dcmymnbf | tt2          | Barney The Dinosaur (Bob West, 1988)                                                                           | 2022-08-11 08:23:48 | NULL                | NULL                |      7742 |
| weight_hpx3y9wqa1qd2s94kpfveksmv | tt2          | Derek Rae (FIFA commentator)                                                                                   | 2022-09-03 17:03:57 | NULL                | NULL                |      7736 |
| weight_7k4z97e8ak3vked2c8p267mpf | tt2          | Soldado Clon (Star Wars)                                                                                       | 2022-12-30 02:33:53 | NULL                | NULL                |      7727 |
| weight_ra1qtp7znqhaxyh16s9egghg2 | tt2          | Viejo Obi-Wan (Trilogía original)                                                                              | 2022-08-22 04:43:06 | NULL                | NULL                |      7674 |
| weight_6n3g1s3gqjb3emapznac0pv5q | tt2          | Mike Wazowski (Monsters, Inc.)                                                                                 | 2021-09-24 11:46:55 | NULL                | NULL                |      7668 |
| weight_tn0khdqve79xbpaj9zqas860p | tt2          | Sunset Shimmer. (My Little Pony: Equestria Girls, Spanish Latin American.) Versión Lite.                       | 2023-05-20 17:52:21 | NULL                | NULL                |      7645 |
| weight_ctk4z9sakvnc7q7x0x3t2cstv | tt2          | Bakura Ryou                                                                                                    | 2022-04-05 13:58:28 | NULL                | NULL                |      7642 |
| weight_qhz64qdsed06hck50qdhm0xgd | tt2          | SpongeBob SquarePants (pre-movie)                                                                              | 2022-03-23 07:16:50 | 2022-10-18 05:30:13 | NULL                |      7638 |
| weight_712f8w0zbe9xa2zx8h5f8c5s5 | tt2          | Big Smoke (8-Bit) (Grand Theft Auto San Andreas) (Clifton Powell)                                              | 2021-09-28 07:20:18 | NULL                | NULL                |      7622 |
| weight_8s6anx8ce8a63w3c55m9sr8y0 | tt2          | Bandit Heeler (Bluey, David McCormack)                                                                         | 2022-02-05 02:22:54 | NULL                | NULL                |      7611 |
| weight_715zn5e1gpd9w35tmnw86agc0 | tt2          | Solid Snake (Español)                                                                                          | 2023-01-05 18:54:12 | NULL                | NULL                |      7609 |
| weight_xc5dp6m41pe9kbks4fx41n2c9 | tt2          | Megatron (Evergreen)                                                                                           | 2023-04-01 13:49:34 | NULL                | NULL                |      7593 |
| weight_b5q6pezdc0mm2fmd6c2ypc3dc | rvc_v2       | Peter Griffin                                                                                                  | 2023-12-27 06:49:46 | NULL                | NULL                |      7593 |
| weight_bqsnz4knnfs3b52vtjpf5wfk2 | tt2          | Tamaki Amajiki (Aaron Dismuke)                                                                                 | 2022-10-13 02:04:21 | NULL                | NULL                |      7582 |
| weight_dgxs69vkwy6jpxyfvrptc5fmq | tt2          | Ranma Saotome Female (Cabellos de Fuego ES-LAT)                                                                | 2023-07-29 20:22:43 | NULL                | NULL                |      7582 |
| weight_g86zf838d4n8h2r6sx7hb18gm | tt2          | Freddie Mercury (speaking)                                                                                     | 2022-08-27 18:46:02 | NULL                | NULL                |      7580 |
| weight_4p1ae6vh9axe5qnwtd4cvfagf | tt2          | PaRappa the Rapper (Dred Foxx)                                                                                 | 2021-10-06 03:29:45 | NULL                | NULL                |      7579 |
| weight_1vavc5fh5dzqs692t589m2esk | tt2          | The Powerpuff Girls Narrator (Tom Kenny)                                                                       | 2021-09-26 03:27:24 | NULL                | NULL                |      7575 |
| weight_kp1jw1tzsh082mate6v1evn1a | tt2          | Bloom                                                                                                          | 2022-08-11 08:44:03 | NULL                | NULL                |      7566 |
| weight_ebd86kqbz09xwfemj4n9e8zy0 | tt2          | Aang (Avatar:The Last Airbender)                                                                               | 2023-03-17 02:48:09 | NULL                | NULL                |      7563 |
| weight_zfzfdrvj9t8d7etf3k7vnk2w0 | tt2          | Imperfect Cell                                                                                                 | 2021-12-30 20:31:59 | NULL                | NULL                |      7551 |
| weight_phezx3jn5z7xagdp06pncn9pt | tt2          | Bluey Heeler                                                                                                   | 2021-09-21 11:43:37 | NULL                | NULL                |      7516 |
| weight_7ktj4mzzzzpv7bk837ervb6v9 | tt2          | Sonic the Hedgehog (Aggressive) (Sonic and the Black Knight)                                                   | 2023-01-23 14:39:05 | NULL                | NULL                |      7516 |
| weight_93r5978484xzs0qzy63nn42fh | tt2          | Knuckles (Michael McGaharn)                                                                                    | 2022-10-25 23:08:59 | NULL                | NULL                |      7501 |
| weight_cbf29dntkxen6mgyjrche22gk | tt2          | Four                                                                                                           | 2021-09-16 22:29:13 | NULL                | NULL                |      7499 |
| weight_t9vevwax14d95k7afjf9ar0e6 | tt2          | Super Smash Bros Ultimate Announcer (Vegito1089 Version)                                                       | 2022-10-11 21:24:12 | NULL                | 2023-02-27 20:13:08 |      7497 |
| weight_55w3df8gsdfc8b54xvs3rxzd3 | tt2          | SpongeBob SquarePants (regular)                                                                                | 2022-06-25 19:19:57 | 2022-10-18 06:06:38 | NULL                |      7489 |
| weight_79xwpr6rw8dqccjqtcpqkp9ez | tt2          | John F. Kennedy (No Reverb)                                                                                    | 2021-09-19 14:23:51 | NULL                | NULL                |      7484 |
| weight_435ch91tw5zs6bf8zf5g3tpvg | tt2          | Deimoss                                                                                                        | 2023-10-10 02:34:19 | NULL                | NULL                |      7455 |
| weight_w1w05wvf9pt8kc2mwnjcymqxs | tt2          | Itachi Uchiha                                                                                                  | 2023-11-01 01:07:22 | NULL                | NULL                |      7445 |
